WKT,name,description
"POLYGON ((110.0091231 -7.890227, 110.0341857 -7.9007692, 110.1182998 -7.933414, 110.1677382 -7.9687763, 110.2501357 -8.012295, 110.32704 -8.0258936, 110.3764785 -8.0721255, 110.4533828 -8.0993183, 110.5302871 -8.1292282, 110.6126845 -8.1564171, 110.7115615 -8.1999155, 110.8076918 -8.2053525, 110.8324111 -8.197197, 110.8269179 -8.1564171, 110.8159316 -8.1346661, 110.7912124 -8.1618547, 110.7912124 -8.1292282, 110.7884658 -8.0965991, 110.761 -8.0340525, 110.761 -7.9850963, 110.7664931 -7.9306937, 110.7747329 -7.8681217, 110.7829726 -7.8245879, 110.7692397 -7.7973769, 110.7623323 -7.8123421, 110.7637056 -7.8313893, 110.7472261 -7.8177843, 110.7142671 -7.7878516, 110.7115205 -7.8014576, 110.6977876 -7.8041788, 110.6675752 -7.8041788, 110.6744417 -7.7878516, 110.6538423 -7.8041788, 110.642856 -7.7960153, 110.6167634 -7.8014576, 110.5934175 -7.7973759, 110.5824312 -7.8068999, 110.5810579 -7.7878516, 110.5645784 -7.7824091, 110.5480989 -7.7946547, 110.5192598 -7.7905728, 110.5000337 -7.7674417, 110.4863008 -7.740227, 110.4849275 -7.7102888, 110.4766878 -7.6803485, 110.4670747 -7.6327119, 110.4615816 -7.59596, 110.4519685 -7.5605663, 110.4464754 -7.5387841, 110.4190095 -7.5537594, 110.3984102 -7.5823473, 110.3791841 -7.6000437, 110.3544649 -7.6150169, 110.3297456 -7.6327119, 110.3091463 -7.6544893, 110.2871736 -7.6803485, 110.2706941 -7.7143714, 110.2555879 -7.6925971, 110.2665742 -7.6572114, 110.2624544 -7.6436007, 110.2487215 -7.6395174, 110.2404817 -7.6558503, 110.2047761 -7.6531282, 110.1910432 -7.6449618, 110.1690706 -7.6449618, 110.1498445 -7.6449618, 110.133365 -7.6558503, 110.1210054 -7.6694606, 110.1306184 -7.6844314, 110.1347383 -7.7021235, 110.1306184 -7.7238974, 110.1223787 -7.7511131, 110.1113924 -7.7742451, 110.0976594 -7.7810484, 110.0839265 -7.8028182, 110.0701936 -7.8150632, 110.0564607 -7.8259473, 110.0592073 -7.8477148, 110.048221 -7.8558773, 110.0413545 -7.8749225, 110.0425435 -7.8790111, 110.0415135 -7.8851326, 110.0368787 -7.8846224, 110.0346471 -7.8849625, 110.0324155 -7.8892135, 110.0325871 -7.8949947, 110.0312139 -7.8970351, 110.0298406 -7.8958448, 110.0284673 -7.8927842, 110.0279523 -7.8910839, 110.025034 -7.8905738, 110.0205708 -7.8905738, 110.0091231 -7.890227))",Polygon 6,
